i,k,v
2,1,1.0
3,1,-1.0
4,2,1.0
5,2,-1.0
6,3,1.0
7,3,-1.0
8,4,1.0
9,4,-1.0
10,5,1.0
11,5,-1.0
12,6,1.0
13,6,-1.0
14,7,1.0
15,7,-1.0
17,8,-1.0
18,8,1.0
16,9,1.0
18,9,-1.0
20,10,-1.0
21,10,1.0
19,11,1.0
21,11,-1.0
23,12,1.0
25,12,-1.0
354,12,1.0
459,12,-1.0
946,12,-1.0
952,12,1.0
1331,12,1.0
24,13,-1.0
25,13,1.0
58,14,-1.0
59,14,1.0
60,15,-1.0
61,15,1.0
62,16,-1.0
63,16,1.0
64,17,-1.0
65,17,1.0
66,18,1.0
68,18,-1.0
952,18,1.0
954,18,-1.0
67,19,-1.0
68,19,1.0
65,20,-1.0
233,20,1.0
948,20,-1.0
954,20,1.0
61,21,-1.0
173,21,1.0
948,21,-1.0
954,21,1.0
59,22,-1.0
168,22,1.0
948,22,-1.0
954,22,1.0
63,23,-1.0
179,23,1.0
948,23,-1.0
954,23,1.0
82,24,-1.0
83,24,1.0
117,25,1.0
118,25,-1.0
161,26,1.0
162,26,-1.0
159,27,1.0
160,27,-1.0
135,28,1.0
136,28,-1.0
133,29,1.0
134,29,-1.0
147,30,1.0
148,30,-1.0
145,31,1.0
146,31,-1.0
84,32,1.0
85,32,-1.0
86,33,1.0
87,33,-1.0
88,34,1.0
89,34,-1.0
90,35,1.0
91,35,-1.0
92,36,1.0
93,36,-1.0
94,37,1.0
95,37,-1.0
96,38,1.0
97,38,-1.0
84,39,-1.0
400,39,1.0
459,39,-1.0
615,39,-1.0
1273,39,1.0
1350,39,1.0
86,40,-1.0
400,40,1.0
459,40,-1.0
1275,40,1.0
1350,40,1.0
1565,40,-1.0
88,41,-1.0
400,41,1.0
459,41,-1.0
1277,41,1.0
1350,41,1.0
1568,41,-1.0
90,42,-1.0
400,42,1.0
459,42,-1.0
959,42,-1.0
1279,42,1.0
1350,42,1.0
92,43,-1.0
400,43,1.0
459,43,-1.0
962,43,-1.0
1281,43,1.0
1350,43,1.0
94,44,-1.0
400,44,1.0
459,44,-1.0
1225,44,-1.0
1283,44,1.0
1350,44,1.0
96,45,-1.0
400,45,1.0
459,45,-1.0
1228,45,-1.0
1285,45,1.0
1350,45,1.0
98,46,1.0
99,46,-1.0
100,47,1.0
101,47,-1.0
102,48,1.0
103,48,-1.0
104,49,1.0
105,49,-1.0
106,50,1.0
107,50,-1.0
108,51,1.0
109,51,-1.0
110,52,1.0
111,52,-1.0
98,53,-1.0
400,53,1.0
459,53,-1.0
615,53,-1.0
1290,53,1.0
1350,53,1.0
100,54,-1.0
400,54,1.0
459,54,-1.0
1292,54,1.0
1350,54,1.0
1565,54,-1.0
102,55,-1.0
400,55,1.0
459,55,-1.0
1294,55,1.0
1350,55,1.0
1568,55,-1.0
104,56,-1.0
400,56,1.0
459,56,-1.0
959,56,-1.0
1296,56,1.0
1350,56,1.0
106,57,-1.0
400,57,1.0
459,57,-1.0
962,57,-1.0
1298,57,1.0
1350,57,1.0
108,58,-1.0
400,58,1.0
459,58,-1.0
1225,58,-1.0
1300,58,1.0
1350,58,1.0
110,59,-1.0
400,59,1.0
459,59,-1.0
1228,59,-1.0
1302,59,1.0
1350,59,1.0
125,60,-1.0
863,60,1.0
952,60,-1.0
1183,60,1.0
1184,60,-1.0
125,61,-1.0
863,61,1.0
952,61,-1.0
1185,61,1.0
1186,61,-1.0
126,62,-1.0
952,62,-1.0
1004,62,1.0
1183,62,1.0
1184,62,-1.0
126,63,-1.0
952,63,-1.0
1004,63,1.0
1185,63,1.0
1186,63,-1.0
139,64,-1.0
241,64,1.0
946,64,-1.0
952,64,1.0
1331,64,1.0
164,65,-1.0
165,65,1.0
167,66,-1.0
168,66,1.0
172,67,-1.0
173,67,1.0
178,68,-1.0
179,68,1.0
192,69,-1.0
946,69,1.0
1499,69,1.0
191,70,-1.0
946,70,1.0
1497,70,1.0
182,71,-1.0
946,71,1.0
1480,71,1.0
196,72,-1.0
946,72,1.0
1527,72,1.0
186,73,-1.0
946,73,1.0
1481,73,1.0
201,74,-1.0
946,74,1.0
1530,74,1.0
187,75,-1.0
946,75,1.0
1482,75,1.0
199,76,-1.0
946,76,1.0
1529,76,1.0
188,77,-1.0
946,77,1.0
1479,77,1.0
180,78,-1.0
468,78,1.0
946,78,1.0
195,79,-1.0
946,79,1.0
1502,79,1.0
198,80,-1.0
946,80,1.0
1528,80,1.0
183,81,-1.0
631,81,1.0
946,81,1.0
952,81,-1.0
1183,81,1.0
1184,81,-1.0
1214,81,-1.0
202,82,-1.0
638,82,1.0
946,82,1.0
952,82,-1.0
1183,82,1.0
1184,82,-1.0
1214,82,-1.0
174,83,-1.0
175,83,1.0
354,83,1.0
459,83,-1.0
952,83,1.0
233,84,-1.0
948,84,-1.0
1333,84,1.0
1640,84,1.0
173,85,-1.0
586,85,1.0
948,85,-1.0
1333,85,1.0
168,86,-1.0
348,86,1.0
948,86,-1.0
1333,86,1.0
179,87,-1.0
925,87,1.0
948,87,-1.0
1333,87,1.0
192,88,1.0
216,88,-1.0
952,88,-1.0
1185,88,1.0
1186,88,-1.0
191,89,1.0
215,89,-1.0
952,89,-1.0
1185,89,1.0
1186,89,-1.0
182,90,1.0
209,90,-1.0
952,90,-1.0
1185,90,1.0
1186,90,-1.0
196,91,1.0
220,91,-1.0
952,91,-1.0
1185,91,1.0
1186,91,-1.0
186,92,1.0
210,92,-1.0
952,92,-1.0
1185,92,1.0
1186,92,-1.0
201,93,1.0
225,93,-1.0
952,93,-1.0
1185,93,1.0
1186,93,-1.0
187,94,1.0
211,94,-1.0
952,94,-1.0
1185,94,1.0
1186,94,-1.0
199,95,1.0
223,95,-1.0
952,95,-1.0
1185,95,1.0
1186,95,-1.0
188,96,1.0
212,96,-1.0
952,96,-1.0
1185,96,1.0
1186,96,-1.0
180,97,1.0
341,97,-1.0
952,97,-1.0
1185,97,1.0
1186,97,-1.0
195,98,1.0
219,98,-1.0
952,98,-1.0
1185,98,1.0
1186,98,-1.0
198,99,1.0
222,99,-1.0
952,99,-1.0
1185,99,1.0
1186,99,-1.0
216,100,1.0
278,100,1.0
529,100,1.0
952,100,-1.0
1075,100,-1.0
1222,100,-1.0
215,101,1.0
278,101,1.0
529,101,1.0
599,101,-1.0
952,101,-1.0
1075,101,-1.0
209,102,1.0
278,102,1.0
492,102,-1.0
529,102,1.0
952,102,-1.0
1075,102,-1.0
220,103,1.0
278,103,1.0
529,103,1.0
614,103,-1.0
952,103,-1.0
1075,103,-1.0
210,104,1.0
278,104,1.0
491,104,-1.0
529,104,1.0
952,104,-1.0
1075,104,-1.0
225,105,1.0
278,105,1.0
529,105,1.0
952,105,-1.0
1075,105,-1.0
1172,105,-1.0
211,106,1.0
278,106,1.0
529,106,1.0
952,106,-1.0
1075,106,-1.0
1498,106,-1.0
223,107,1.0
278,107,1.0
529,107,1.0
952,107,-1.0
1075,107,-1.0
1267,107,-1.0
212,108,1.0
278,108,1.0
529,108,1.0
952,108,-1.0
967,108,-1.0
1075,108,-1.0
219,109,1.0
278,109,1.0
469,109,-1.0
529,109,1.0
952,109,-1.0
1075,109,-1.0
222,110,1.0
278,110,1.0
529,110,1.0
952,110,-1.0
969,110,-1.0
1075,110,-1.0
282,111,1.0
284,111,-1.0
354,111,1.0
459,111,-1.0
946,111,-1.0
952,111,1.0
1331,111,1.0
283,112,-1.0
284,112,1.0
232,113,-1.0
233,113,1.0
165,114,1.0
661,114,-1.0
945,114,1.0
948,114,-1.0
1190,114,1.0
1216,114,-1.0
246,115,-1.0
247,115,1.0
248,116,1.0
946,116,-1.0
1330,116,-1.0
1331,116,1.0
279,117,-1.0
282,117,1.0
375,117,1.0
946,117,-1.0
281,118,-1.0
284,118,1.0
377,118,1.0
948,118,-1.0
279,119,1.0
281,119,-1.0
354,119,1.0
459,119,-1.0
946,119,-1.0
952,119,1.0
1331,119,1.0
280,120,-1.0
281,120,1.0
262,121,-1.0
863,121,1.0
952,121,-1.0
1185,121,1.0
1186,121,-1.0
262,122,1.0
264,122,-1.0
952,122,1.0
954,122,-1.0
263,123,-1.0
264,123,1.0
266,124,1.0
343,124,1.0
590,124,-1.0
946,124,-1.0
425,125,1.0
1419,125,-1.0
278,126,-1.0
400,126,1.0
459,126,-1.0
1172,126,1.0
1350,126,1.0
1565,126,-1.0
278,127,-1.0
400,127,1.0
459,127,-1.0
1350,127,1.0
1498,127,1.0
1568,127,-1.0
278,128,-1.0
400,128,1.0
459,128,-1.0
959,128,-1.0
1267,128,1.0
1350,128,1.0
278,129,-1.0
400,129,1.0
459,129,-1.0
962,129,-1.0
967,129,1.0
1350,129,1.0
278,130,-1.0
400,130,1.0
459,130,-1.0
1228,130,-1.0
1235,130,1.0
1350,130,1.0
278,131,-1.0
400,131,1.0
459,131,-1.0
1224,131,1.0
1225,131,-1.0
1350,131,1.0
278,132,-1.0
400,132,1.0
459,132,-1.0
614,132,1.0
615,132,-1.0
1350,132,1.0
278,133,-1.0
400,133,1.0
459,133,-1.0
599,133,1.0
600,133,-1.0
1350,133,1.0
278,134,-1.0
400,134,1.0
459,134,-1.0
1222,134,1.0
1231,134,-1.0
1350,134,1.0
292,135,-1.0
943,135,1.0
946,135,-1.0
1156,135,1.0
1188,135,1.0
1214,135,-1.0
673,136,-1.0
677,136,1.0
952,136,1.0
1626,136,-1.0
1627,136,1.0
23,137,-1.0
1088,137,1.0
25,138,-1.0
1090,138,1.0
430,139,-1.0
806,139,1.0
946,139,-1.0
991,139,1.0
234,140,-1.0
369,140,-1.0
882,140,1.0
1475,140,1.0
234,141,1.0
237,141,-1.0
946,141,-1.0
952,141,2.0
1183,141,-1.0
1184,141,1.0
234,142,1.0
236,142,-1.0
952,142,1.0
954,142,-1.0
235,143,-1.0
236,143,1.0
291,144,1.0
294,144,1.0
297,144,-1.0
304,144,-1.0
291,145,1.0
304,145,-2.0
532,145,1.0
297,146,1.0
299,146,-1.0
952,146,1.0
954,146,-1.0
298,147,-1.0
299,147,1.0
300,148,-1.0
304,148,1.0
532,148,-1.0
952,148,1.0
1183,148,-1.0
1184,148,1.0
301,149,-1.0
302,149,1.0
300,150,1.0
302,150,-1.0
303,151,1.0
304,151,-1.0
413,151,-1.0
532,151,1.0
350,152,-1.0
361,152,1.0
932,152,-1.0
952,152,-1.0
1350,152,1.0
304,153,-1.0
354,153,1.0
459,153,-1.0
952,153,1.0
957,153,-1.0
1082,153,1.0
1331,153,1.0
354,154,1.0
459,154,-1.0
532,154,-1.0
1331,154,1.0
1339,154,-1.0
1347,154,1.0
309,155,-1.0
311,155,1.0
948,155,-1.0
1333,155,1.0
308,156,-1.0
309,156,1.0
310,157,-1.0
311,157,1.0
314,158,-1.0
318,158,1.0
948,158,-1.0
1333,158,1.0
313,159,-1.0
314,159,1.0
315,160,1.0
316,160,-1.0
354,160,1.0
459,160,-1.0
952,160,1.0
1590,161,-1.0
1601,161,-1.0
1622,161,1.0
1625,161,1.0
315,162,1.0
318,162,-1.0
1289,162,-1.0
1394,162,1.0
317,163,-1.0
318,163,1.0
306,164,1.0
320,164,-1.0
354,164,1.0
459,164,-1.0
304,165,-1.0
320,165,1.0
532,165,1.0
882,165,-1.0
952,165,1.0
112,166,1.0
144,166,-1.0
529,166,1.0
952,166,-1.0
1394,166,-1.0
294,167,-1.0
342,167,1.0
354,167,1.0
459,167,-1.0
384,168,1.0
529,168,1.0
952,168,-1.0
1394,168,-2.0
315,169,1.0
326,169,-1.0
946,169,-1.0
1042,169,1.0
952,170,1.0
1594,170,-1.0
1606,170,1.0
1625,170,-1.0
1626,170,1.0
324,171,-1.0
325,171,1.0
1289,171,-1.0
1394,171,1.0
323,172,-1.0
324,172,1.0
326,173,1.0
328,173,-1.0
1289,173,-1.0
1394,173,1.0
327,174,-1.0
328,174,1.0
329,175,1.0
331,175,-1.0
952,175,1.0
954,175,-1.0
330,176,-1.0
331,176,1.0
322,177,1.0
329,177,-1.0
1394,177,1.0
460,178,1.0
465,178,-1.0
719,178,-1.0
720,178,1.0
719,179,-1.0
720,179,1.0
992,179,1.0
999,179,-1.0
719,180,-1.0
720,180,1.0
1221,180,1.0
1223,180,-1.0
598,181,1.0
603,181,-1.0
719,181,-1.0
720,181,1.0
613,182,1.0
618,182,-1.0
719,182,-1.0
720,182,1.0
719,183,-1.0
720,183,1.0
1495,183,1.0
1496,183,-1.0
719,184,-1.0
720,184,1.0
966,184,1.0
1335,184,-1.0
719,185,-1.0
720,185,1.0
1236,185,1.0
1461,185,-1.0
278,186,-1.0
293,186,1.0
304,186,-1.0
532,186,1.0
294,187,1.0
337,187,-1.0
946,187,-1.0
1240,187,1.0
332,188,1.0
333,188,-1.0
334,189,1.0
335,189,-1.0
335,190,-1.0
336,190,1.0
365,190,1.0
397,190,-1.0
334,191,1.0
511,191,-1.0
946,191,1.0
334,192,-1.0
946,192,-1.0
1002,192,1.0
307,193,1.0
337,193,-1.0
369,193,-1.0
882,193,1.0
278,194,1.0
423,194,-1.0
532,194,-1.0
952,194,1.0
1270,194,1.0
294,195,-1.0
304,195,1.0
400,195,1.0
459,195,-1.0
532,195,-1.0
1350,195,1.0
339,196,-1.0
340,196,1.0
338,197,-1.0
340,197,1.0
294,198,1.0
296,198,-1.0
952,198,1.0
954,198,-1.0
294,199,1.0
296,199,-1.0
1177,199,1.0
1179,199,-1.0
295,200,-1.0
296,200,1.0
346,201,-1.0
946,201,-1.0
952,201,-1.0
1022,201,1.0
1188,201,1.0
238,202,1.0
239,202,-1.0
952,202,1.0
1394,202,1.0
239,203,1.0
509,203,-1.0
874,203,-1.0
882,203,1.0
343,204,-1.0
946,204,-1.0
952,204,-1.0
996,204,1.0
1188,204,1.0
343,205,1.0
345,205,-1.0
952,205,1.0
954,205,-1.0
344,206,-1.0
345,206,1.0
354,207,2.0
400,207,-1.0
459,207,-1.0
354,208,1.0
400,208,-1.0
845,208,1.0
932,208,-1.0
354,209,1.0
