i,k,s,rxn,met
458,1759,-1.0,GLB1_cho,h2o_l
460,1759,1.0,GLB1_cho,gal_l
655,1759,1.0,GLB1_cho,gluside_cho_l
1616,1759,-1.0,GLB1_cho,galgluside_cho_l
1377,1760,1.0,GLBRAN,glygn2_c
1617,1760,-1.0,GLBRAN,glygn1_c
458,1761,-2.0,GLCAASE9ly,h2o_l
464,1761,1.0,GLCAASE9ly,acgam_l
954,1761,1.0,GLCAASE9ly,glcur_l
977,1761,-1.0,GLCAASE9ly,ha_pre1_l
8,1762,-1.0,GLCURtly,h_c
667,1762,1.0,GLCURtly,h_l
954,1762,1.0,GLCURtly,glcur_l
978,1762,-1.0,GLCURtly,glcur_c
8,1763,3.0,GLGNS1,h_c
461,1763,-3.0,GLGNS1,udpg_c
556,1763,3.0,GLGNS1,udp_c
1613,1763,-1.0,GLGNS1,ggn_c
1617,1763,1.0,GLGNS1,glygn1_c
8,1764,1.0,GLUCYS,h_c
50,1764,-1.0,GLUCYS,atp_c
52,1764,1.0,GLUCYS,adp_c
53,1764,1.0,GLUCYS,pi_c
121,1764,-1.0,GLUCYS,glu_L_c
164,1764,-1.0,GLUCYS,cys_L_c
1618,1764,1.0,GLUCYS,glucys_c
43,1765,1.0,GLUDxm,h_m
44,1765,1.0,GLUDxm,nadh_m
46,1765,-1.0,GLUDxm,h2o_m
47,1765,-1.0,GLUDxm,nad_m
123,1765,1.0,GLUDxm,akg_m
124,1765,-1.0,GLUDxm,glu_L_m
794,1765,1.0,GLUDxm,nh4_m
43,1766,1.0,GLUDym,h_m
45,1766,1.0,GLUDym,nadph_m
46,1766,-1.0,GLUDym,h2o_m
48,1766,-1.0,GLUDym,nadp_m
123,1766,1.0,GLUDym,akg_m
124,1766,-1.0,GLUDym,glu_L_m
794,1766,1.0,GLUDym,nh4_m
8,1767,-1.0,GluForTx,h_c
121,1767,1.0,GluForTx,glu_L_c
800,1767,-1.0,GluForTx,forglu_c
896,1767,-1.0,GluForTx,thf_c
1576,1767,1.0,GluForTx,5forthf_c
46,1768,-1.0,GLUNm,h2o_m
124,1768,1.0,GLUNm,glu_L_m
794,1768,1.0,GLUNm,nh4_m
1619,1768,-1.0,GLUNm,gln_L_m
13,1769,-1.0,GLUPRT,h2o_c
121,1769,1.0,GLUPRT,glu_L_c
136,1769,1.0,GLUPRT,ppi_c
166,1769,-1.0,GLUPRT,gln_L_c
582,1769,-1.0,GLUPRT,prpp_c
1620,1769,1.0,GLUPRT,pram_c
8,1770,1.0,GLUt6,h_c
121,1770,1.0,GLUt6,glu_L_c
141,1770,-1.0,GLUt6,h_e
142,1770,-3.0,GLUt6,na1_e
144,1770,3.0,GLUt6,na1_c
177,1770,-1.0,GLUt6,k_c
179,1770,1.0,GLUt6,k_e
210,1770,-1.0,GLUt6,glu_L_e
43,1771,-1.0,GLUTCOADHm,h_m
137,1771,-1.0,GLUTCOADHm,fad_m
139,1771,1.0,GLUTCOADHm,fadh2_m
342,1771,1.0,GLUTCOADHm,co2_m
805,1771,-1.0,GLUTCOADHm,glutcoa_m
1120,1771,1.0,GLUTCOADHm,b2coa_m
8,1772,1.0,GLUVESSEC,h_c
13,1772,-1.0,GLUVESSEC,h2o_c
50,1772,-1.0,GLUVESSEC,atp_c
52,1772,1.0,GLUVESSEC,adp_c
53,1772,1.0,GLUVESSEC,pi_c
121,1772,-1.0,GLUVESSEC,glu_L_c
210,1772,1.0,GLUVESSEC,glu_L_e
8,1773,-1.0,GLYCLTDy,h_c
11,1773,1.0,GLYCLTDy,nadp_c
12,1773,-1.0,GLYCLTDy,nadph_c
73,1773,1.0,GLYCLTDy,glyclt_c
74,1773,-1.0,GLYCLTDy,glx_c
8,1774,1.0,GLYOX,h_c
13,1774,-1.0,GLYOX,h2o_c
214,1774,1.0,GLYOX,lac_D_c
347,1774,1.0,GLYOX,gthrd_c
1621,1774,-1.0,GLYOX,lgt_S_c
118,1775,1.0,GLYt7_211_r,gly_c
142,1775,-2.0,GLYt7_211_r,na1_e
144,1775,2.0,GLYt7_211_r,na1_c
202,1775,-1.0,GLYt7_211_r,cl_e
203,1775,1.0,GLYt7_211_r,cl_c
208,1775,-1.0,GLYt7_211_r,gly_e
13,1776,1.0,GMAND,h2o_c
89,1776,-1.0,GMAND,gdpmann_c
1612,1776,1.0,GMAND,gdpddman_c
4,1777,1.0,GMPR,nh4_c
8,1777,-2.0,GMPR,h_c
11,1777,1.0,GMPR,nadp_c
12,1777,-1.0,GMPR,nadph_c
722,1777,-1.0,GMPR,gmp_c
1010,1777,1.0,GMPR,imp_c
891,1778,1.0,GRTTx,ppi_x
1539,1778,-1.0,GRTTx,ipdp_x
1541,1778,-1.0,GRTTx,grdp_x
1623,1778,1.0,GRTTx,frdp_x
8,1779,-1.0,GTHO,h_c
11,1779,1.0,GTHO,nadp_c
12,1779,-1.0,GTHO,nadph_c
347,1779,2.0,GTHO,gthrd_c
348,1779,-1.0,GTHO,gthox_c
43,1780,-1.0,GTHOm,h_m
45,1780,-1.0,GTHOm,nadph_m
48,1780,1.0,GTHOm,nadp_m
362,1780,2.0,GTHOm,gthrd_m
792,1780,-1.0,GTHOm,gthox_m
8,1781,1.0,GTHS,h_c
50,1781,-1.0,GTHS,atp_c
52,1781,1.0,GTHS,adp_c
53,1781,1.0,GTHS,pi_c
118,1781,-1.0,GTHS,gly_c
347,1781,1.0,GTHS,gthrd_c
1618,1781,-1.0,GTHS,glucys_c
136,1782,1.0,GUAPRT,ppi_c
253,1782,-1.0,GUAPRT,gua_c
582,1782,-1.0,GUAPRT,prpp_c
722,1782,1.0,GUAPRT,gmp_c
51,1783,1.0,HCO3_CLt,hco3_c
143,1783,-1.0,HCO3_CLt,hco3_e
202,1783,1.0,HCO3_CLt,cl_e
203,1783,-1.0,HCO3_CLt,cl_c
8,1784,1.0,HEX1,h_c
50,1784,-1.0,HEX1,atp_c
52,1784,1.0,HEX1,adp_c
248,1784,-1.0,HEX1,glc_D_c
988,1784,1.0,HEX1,g6p_c
8,1785,1.0,HEX10,h_c
50,1785,-1.0,HEX10,atp_c
52,1785,1.0,HEX10,adp_c
1475,1785,1.0,HEX10,gam6p_c
1604,1785,-1.0,HEX10,gam_c
8,1786,1.0,HEX4,h_c
50,1786,-1.0,HEX4,atp_c
52,1786,1.0,HEX4,adp_c
278,1786,-1.0,HEX4,man_c
787,1786,1.0,HEX4,man6p_c
8,1787,1.0,HEX7,h_c
50,1787,-1.0,HEX7,atp_c
52,1787,1.0,HEX7,adp_c
242,1787,-1.0,HEX7,fru_c
786,1787,1.0,HEX7,f6p_c
4,1788,4.0,HMBS,nh4_c
13,1788,-1.0,HMBS,h2o_c
1624,1788,-4.0,HMBS,ppbng_c
1625,1788,1.0,HMBS,hmbil_c
8,1789,1.0,HMGCOASi,h_c
13,1789,-1.0,HMGCOASi,h2o_c
35,1789,1.0,HMGCOASi,coa_c
49,1789,-1.0,HMGCOASi,accoa_c
406,1789,1.0,HMGCOASi,hmgcoa_c
1471,1789,-1.0,HMGCOASi,aacoa_c
43,1790,1.0,HMGCOASim,h_m
46,1790,-1.0,HMGCOASim,h2o_m
130,1790,1.0,HMGCOASim,coa_m
401,1790,1.0,HMGCOASim,hmgcoa_m
402,1790,-1.0,HMGCOASim,accoa_m
852,1790,-1.0,HMGCOASim,aacoa_m
3,1791,-3.0,HOXG,o2_c
8,1791,-5.0,HOXG,h_c
11,1791,3.0,HOXG,nadp_c
12,1791,-3.0,HOXG,nadph_c
13,1791,3.0,HOXG,h2o_c
85,1791,1.0,HOXG,co_c
241,1791,1.0,HOXG,fe2_c
287,1791,-1.0,HOXG,pheme_c
952,1791,1.0,HOXG,biliverd_c
8,1792,-1.0,HPYRRy,h_c
11,1792,1.0,HPYRRy,nadp_c
12,1792,-1.0,HPYRRy,nadph_c
79,1792,1.0,HPYRRy,glyc_R_c
81,1792,-1.0,HPYRRy,hpyr_c
8,1793,-1.0,HSD17B1,h_c
11,1793,1.0,HSD17B1,nadp_c
12,1793,-1.0,HSD17B1,nadph_c
696,1793,-1.0,HSD17B1,estrone_c
1626,1793,1.0,HSD17B1,estradiol_c
2,1794,1.0,HSD3B7P,h_r
30,1794,1.0,HSD3B7P,nadph_r
32,1794,-1.0,HSD3B7P,nadp_r
1627,1794,-1.0,HSD3B7P,xol7a_r
1628,1794,1.0,HSD3B7P,xol7aone_r
136,1795,1.0,HXPRT,ppi_c
582,1795,-1.0,HXPRT,prpp_c
724,1795,-1.0,HXPRT,hxan_c
1010,1795,1.0,HXPRT,imp_c
11,1796,-1.0,ICDHy,nadp_c
12,1796,1.0,ICDHy,nadph_c
37,1796,1.0,ICDHy,co2_c
120,1796,1.0,ICDHy,akg_c
1148,1796,-1.0,ICDHy,icit_c
120,1797,-1.0,ILETA,akg_c
121,1797,1.0,ILETA,glu_L_c
265,1797,-1.0,ILETA,ile_L_c
846,1797,1.0,ILETA,3mop_c
13,1798,1.0,IMPC,h2o_c
1010,1798,1.0,IMPC,imp_c
1487,1798,-1.0,IMPC,fprica_c
7,1799,-1.0,IMPD,nad_c
8,1799,1.0,IMPD,h_c
10,1799,1.0,IMPD,nadh_c
13,1799,-1.0,IMPD,h2o_c
1010,1799,-1.0,IMPD,imp_c
1034,1799,1.0,IMPD,xmp_c
266,1800,-1.0,INSt,ins_e
267,1800,1.0,INSt,ins_c
142,1801,-1.0,INSTt4,na1_e
144,1801,1.0,INSTt4,na1_c
268,1801,-1.0,INSTt4,inost_e
269,1801,1.0,INSTt4,inost_c
1539,1802,-1.0,IPDDIx,ipdp_x
1540,1802,1.0,IPDDIx,dmpp_x
130,1803,-1.0,ITCOAL1m,coa_m
855,1803,1.0,ITCOAL1m,pi_m
1125,1803,-1.0,ITCOAL1m,gtp_m
1126,1803,1.0,ITCOAL1m,gdp_m
1629,1803,-1.0,ITCOAL1m,itacon_m
1630,1803,1.0,ITCOAL1m,itaccoa_m
130,1804,-1.0,ITCOALm,coa_m
131,1804,-1.0,ITCOALm,atp_m
608,1804,1.0,ITCOALm,adp_m
855,1804,1.0,ITCOALm,pi_m
1629,1804,-1.0,ITCOALm,itacon_m
1630,1804,1.0,ITCOALm,itaccoa_m
8,1805,1.0,KHK,h_c
50,1805,-1.0,KHK,atp_c
52,1805,1.0,KHK,adp_c
242,1805,-1.0,KHK,fru_c
784,1805,1.0,KHK,f1p_c
8,1806,1.0,KHK2,h_c
50,1806,-1.0,KHK2,atp_c
52,1806,1.0,KHK2,adp_c
70,1806,1.0,KHK2,xu1p_D_c
1631,1806,-1.0,KHK2,xylu_D_c
7,1807,-1.0,LALDO,nad_c
8,1807,1.0,LALDO,h_c
10,1807,1.0,LALDO,nadh_c
347,1807,-1.0,LALDO,gthrd_c
1371,1807,-1.0,LALDO,lald_D_c
1621,1807,1.0,LALDO,lgt_S_c
120,1808,-1.0,LCYSTAT,akg_c
121,1808,1.0,LCYSTAT,glu_L_c
1065,1808,-1.0,LCYSTAT,Lcyst_c
1632,1808,1.0,LCYSTAT,3spyr_c
7,1809,-1.0,LDH_D,nad_c
8,1809,1.0,LDH_D,h_c
10,1809,1.0,LDH_D,nadh_c
214,1809,-1.0,LDH_D,lac_D_c
304,1809,1.0,LDH_D,pyr_c
120,1810,-1.0,LEUTA,akg_c
121,1810,1.0,LEUTA,glu_L_c
262,1810,-1.0,LEUTA,leu_L_c
1633,1810,1.0,LEUTA,4mop_c
347,1811,-1.0,LGTHL,gthrd_c
1258,1811,-1.0,LGTHL,mthgxl_c
1621,1811,1.0,LGTHL,lgt_S_c
35,1812,1.0,LNELDCCPT1,coa_c
207,1812,-1.0,LNELDCCPT1,crn_c
1199,1812,-1.0,LNELDCCPT1,lneldccoa_c
1634,1812,1.0,LNELDCCPT1,lneldccrn_c
130,1813,-1.0,LNELDCCPT2,coa_m
1074,1813,1.0,LNELDCCPT2,crn_m
1450,1813,1.0,LNELDCCPT2,lneldccoa_m
1635,1813,-1.0,LNELDCCPT2,lneldccrn_m
1636,1814,-1.0,LNSTLSr,Ssq23epx_r
1637,1814,1.0,LNSTLSr,lanost_r
56,1815,1.0,LPCOXp,h_x
77,1815,-1.0,LPCOXp,o2_x
78,1815,1.0,LPCOXp,h2o2_x
1638,1815,-1.0,LPCOXp,Lpipecol_x
1639,1815,1.0,LPCOXp,thp2c_x
1,1816,2.0,LSTO1r,h2o_r
2,1816,-1.0,LSTO1r,h_r
30,1816,-1.0,LSTO1r,nadph_r
31,1816,-1.0,LSTO1r,o2_r
32,1816,1.0,LSTO1r,nadp_r
1531,1816,-1.0,LSTO1r,chlstol_r
1534,1816,1.0,LSTO1r,ddsmsterol_r
1,1817,2.0,LSTO2r,h2o_r
2,1817,-1.0,LSTO2r,h_r
30,1817,-1.0,LSTO2r,nadph_r
31,1817,-1.0,LSTO2r,o2_r
32,1817,1.0,LSTO2r,nadp_r
1532,1817,-1.0,LSTO2r,lthstrl_r
1535,1817,1.0,LSTO2r,7dhchsterol_r
413,1818,-2.0,M1316Mg,h2o_g
505,1818,-1.0,M1316Mg,nm4masn_g
509,1818,1.0,M1316Mg,nm2masn_g
557,1818,2.0,M1316Mg,man_g
104,1819,-1.0,M13N2Tg,uacgam_g
106,1819,1.0,M13N2Tg,h_g
107,1819,1.0,M13N2Tg,udp_g
505,1819,1.0,M13N2Tg,nm4masn_g
1640,1819,-1.0,M13N2Tg,m4masn_g
104,1820,-1.0,M16N6Tg,uacgam_g
105,1820,-1.0,M16N6Tg,n3m2masn_g
106,1820,1.0,M16N6Tg,h_g
107,1820,1.0,M16N6Tg,udp_g
108,1820,1.0,M16N6Tg,n4m2masn_g
103,1821,1.0,M16NTg,n2m2masn_g
104,1821,-1.0,M16NTg,uacgam_g
106,1821,1.0,M16NTg,h_g
107,1821,1.0,M16NTg,udp_g
509,1821,-1.0,M16NTg,nm2masn_g
1153,1822,1.0,MALSO3tm,mal_L_m
1155,1822,1.0,MALSO3tm,so3_c
1329,1822,-1.0,MALSO3tm,so3_m
1490,1822,-1.0,MALSO3tm,mal_L_c
314,1823,1.0,MALSO4tm,so4_c
1153,1823,1.0,MALSO4tm,mal_L_m
1490,1823,-1.0,MALSO4tm,mal_L_c
1583,1823,-1.0,MALSO4tm,so4_m
53,1824,1.0,MALtm,pi_c
855,1824,-1.0,MALtm,pi_m
1153,1824,1.0,MALtm,mal_L_m
1490,1824,-1.0,MALtm,mal_L_c
332,1825,1.0,MALTSULtm,tsul_c
1153,1825,1.0,MALTSULtm,mal_L_m
1328,1825,-1.0,MALTSULtm,tsul_m
1490,1825,-1.0,MALTSULtm,mal_L_c
8,1826,-1.0,MAN1PT2,h_c
53,1826,1.0,MAN1PT2,pi_c
89,1826,1.0,MAN1PT2,gdpmann_c
91,1826,-1.0,MAN1PT2,gdp_c
450,1826,-1.0,MAN1PT2,man1p_c
786,1827,1.0,MAN6PI,f6p_c
787,1827,-1.0,MAN6PI,man6p_c
43,1828,1.0,MCCCrm,h_m
131,1828,-1.0,MCCCrm,atp_m
343,1828,-1.0,MCCCrm,hco3_m
608,1828,1.0,MCCCrm,adp_m
842,1828,-1.0,MCCCrm,3mb2coa_m
855,1828,1.0,MCCCrm,pi_m
1641,1828,1.0,MCCCrm,3mgcoa_m
8,1829,-1.0,MCD,h_c
34,1829,-1.0,MCD,malcoa_c
37,1829,1.0,MCD,co2_c
49,1829,1.0,MCD,accoa_c
43,1830,-1.0,MCDm,h_m
342,1830,1.0,MCDm,co2_m
402,1830,1.0,MCDm,accoa_m
1162,1830,-1.0,MCDm,malcoa_m
7,1831,-1.0,MDH,nad_c
8,1831,1.0,MDH,h_c
10,1831,1.0,MDH,nadh_c
859,1831,1.0,MDH,oaa_c
1490,1831,-1.0,MDH,mal_L_c
44,1832,1.0,ME1m,nadh_m
47,1832,-1.0,ME1m,nad_m
342,1832,1.0,ME1m,co2_m
769,1832,1.0,ME1m,pyr_m
1153,1832,-1.0,ME1m,mal_L_m
11,1833,-1.0,ME2,nadp_c
12,1833,1.0,ME2,nadph_c
37,1833,1.0,ME2,co2_c
304,1833,1.0,ME2,pyr_c
1490,1833,-1.0,ME2,mal_L_c
86,1834,1.0,METLEUex,met_L_c
262,1834,-1.0,METLEUex,leu_L_c
264,1834,1.0,METLEUex,leu_L_e
279,1834,-1.0,METLEUex,met_L_e
8,1835,1.0,METS,h_c
86,1835,1.0,METS,met_L_c
813,1835,-1.0,METS,hcys_L_c
896,1835,1.0,METS,thf_c
920,1835,-1.0,METS,5mthf_c
56,1836,1.0,MEVK1x,h_x
889,1836,-1.0,MEVK1x,atp_x
1544,1836,1.0,MEVK1x,adp_x
1642,1836,-1.0,MEVK1x,mev_R_x
1643,1836,1.0,MEVK1x,5pmev_x
1,1837,-1.0,MG1er,h2o_r
94,1837,-1.0,MG1er,g3m8masn_r
1272,1837,1.0,MG1er,glc_D_r
1644,1837,1.0,MG1er,g2m8masn_r
46,1838,-1.0,MGCHrm,h2o_m
401,1838,1.0,MGCHrm,hmgcoa_m
1641,1838,-1.0,MGCHrm,3mgcoa_m
13,1839,-1.0,MI134PP,h2o_c
53,1839,1.0,MI134PP,pi_c
982,1839,-1.0,MI134PP,mi134p_c
990,1839,1.0,MI134PP,mi34p_c
13,1840,-1.0,MI14PP,h2o_c
53,1840,1.0,MI14PP,pi_c
985,1840,-1.0,MI14PP,mi14p_c
989,1840,1.0,MI14PP,mi4p_D_c
13,1841,-1.0,MI34PP,h2o_c
53,1841,1.0,MI34PP,pi_c
987,1841,1.0,MI34PP,mi3p_D_c
990,1841,-1.0,MI34PP,mi34p_c
413,1842,-1.0,MM5ag,h2o_g
557,1842,1.0,MM5ag,man_g
1640,1842,1.0,MM5ag,m4masn_g
1645,1842,-1.0,MM5ag,m5masnC_g
413,1843,-1.0,MM5bg,h2o_g
557,1843,1.0,MM5bg,man_g
1640,1843,1.0,MM5bg,m4masn_g
1646,1843,-1.0,MM5bg,m5masnB1_g
413,1844,-1.0,MM5cg,h2o_g
557,1844,1.0,MM5cg,man_g
1640,1844,1.0,MM5cg,m4masn_g
1647,1844,-1.0,MM5cg,m5masnB2_g
413,1845,-1.0,MM6ag,h2o_g
557,1845,1.0,MM6ag,man_g
1645,1845,1.0,MM6ag,m5masnC_g
1648,1845,-1.0,MM6ag,m6masnA_g
413,1846,-1.0,MM6B1ag,h2o_g
557,1846,1.0,MM6B1ag,man_g
1646,1846,1.0,MM6B1ag,m5masnB1_g
1649,1846,-1.0,MM6B1ag,m6masnB1_g
413,1847,-1.0,MM6B1bg,h2o_g
557,1847,1.0,MM6B1bg,man_g
1646,1847,1.0,MM6B1bg,m5masnB1_g
1650,1847,-1.0,MM6B1bg,m6masnB2_g
413,1848,-1.0,MM6B2g,h2o_g
557,1848,1.0,MM6B2g,man_g
1647,1848,1.0,MM6B2g,m5masnB2_g
1650,1848,-1.0,MM6B2g,m6masnB2_g
413,1849,-1.0,MM6bg,h2o_g
557,1849,1.0,MM6bg,man_g
1645,1849,1.0,MM6bg,m5masnC_g
1651,1849,-1.0,MM6bg,m6masnC_g
413,1850,-1.0,MM7Ag,h2o_g
557,1850,1.0,MM7Ag,man_g
1648,1850,1.0,MM7Ag,m6masnA_g
1652,1850,-1.0,MM7Ag,m7masnA_g
413,1851,-1.0,MM7B1g,h2o_g
557,1851,1.0,MM7B1g,man_g
1649,1851,1.0,MM7B1g,m6masnB1_g
1653,1851,-1.0,MM7B1g,m7masnB_g
413,1852,-1.0,MM7B2g,h2o_g
557,1852,1.0,MM7B2g,man_g
1650,1852,1.0,MM7B2g,m6masnB2_g
1653,1852,-1.0,MM7B2g,m7masnB_g
413,1853,-1.0,MM7Cag,h2o_g
557,1853,1.0,MM7Cag,man_g
1651,1853,1.0,MM7Cag,m6masnC_g
1652,1853,-1.0,MM7Cag,m7masnA_g
413,1854,-1.0,MM7Cbg,h2o_g
557,1854,1.0,MM7Cbg,man_g
1651,1854,1.0,MM7Cbg,m6masnC_g
1654,1854,-1.0,MM7Cbg,m7masnC_g
413,1855,-1.0,MM8Ag,h2o_g
557,1855,1.0,MM8Ag,man_g
1652,1855,1.0,MM8Ag,m7masnA_g
1655,1855,-1.0,MM8Ag,m8masn_g
1,1856,-1.0,MM8Ber,h2o_r
109,1856,1.0,MM8Ber,man_r
1656,1856,-1.0,MM8Ber,m8masn_r
1657,1856,1.0,MM8Ber,m7masnB_r
413,1857,-1.0,MM8Cg,h2o_g
557,1857,1.0,MM8Cg,man_g
1654,1857,1.0,MM8Cg,m7masnC_g
1655,1857,-1.0,MM8Cg,m8masn_g
849,1858,1.0,MMEm,mmcoa_S_m
1658,1858,-1.0,MMEm,mmcoa_R_m
851,1859,1.0,MMMm,succoa_m
1658,1859,-1.0,MMMm,mmcoa_R_m
44,1860,1.0,MMSAD3m,nadh_m
47,1860,-1.0,MMSAD3m,nad_m
130,1860,-1.0,MMSAD3m,coa_m
342,1860,1.0,MMSAD3m,co2_m
402,1860,1.0,MMSAD3m,accoa_m
1496,1860,-1.0,MMSAD3m,msa_m
11,1861,-1.0,MTHFD,nadp_c
12,1861,1.0,MTHFD,nadph_c
894,1861,1.0,MTHFD,methf_c
919,1861,-1.0,MTHFD,mlthf_c
45,1862,1.0,MTHFDm,nadph_m
48,1862,-1.0,MTHFDm,nadp_m
795,1862,-1.0,MTHFDm,mlthf_m
917,1862,1.0,MTHFDm,methf_m
8,1863,-2.0,MTHFR3,h_c
11,1863,1.0,MTHFR3,nadp_c
12,1863,-1.0,MTHFR3,nadph_c
919,1863,-1.0,MTHFR3,mlthf_c
920,1863,1.0,MTHFR3,5mthf_c
7,1864,1.0,NADS2,nad_c
8,1864,1.0,NADS2,h_c
13,1864,-1.0,NADS2,h2o_c
50,1864,-1.0,NADS2,atp_c
121,1864,1.0,NADS2,glu_L_c
135,1864,1.0,NADS2,amp_c
136,1864,1.0,NADS2,ppi_c
166,1864,-1.0,NADS2,gln_L_c
580,1864,-1.0,NADS2,dnad_c
667,1865,-1.0,NAGA2ly,h_l
1659,1865,-1.0,NAGA2ly,Tn_antigen_l
1660,1865,-1.0,NAGA2ly,udp_l
1661,1865,1.0,NAGA2ly,Ser_Thr_l
1662,1865,1.0,NAGA2ly,udpacgal_l
667,1866,-1.0,NAGAly_cho,h_l
1660,1866,-1.0,NAGAly_cho,udp_l
1662,1866,1.0,NAGAly_cho,udpacgal_l
1663,1866,-1.0,NAGAly_cho,acgagbside_cho_l
1664,1866,1.0,NAGAly_cho,gbside_cho_l
106,1867,1.0,NDP7g,h_g
107,1867,-1.0,NDP7g,udp_g
413,1867,-1.0,NDP7g,h2o_g
723,1867,1.0,NDP7g,ump_g
886,1867,1.0,NDP7g,pi_g
611,1868,-1.0,NDPK10n,atp_n
613,1868,1.0,NDPK10n,adp_n
1665,1868,-1.0,NDPK10n,didp_n
1666,1868,1.0,NDPK10n,ditp_n
611,1869,-1.0,NDPK1n,atp_n
613,1869,1.0,NDPK1n,adp_n
1027,1869,1.0,NDPK1n,gtp_n
1028,1869,-1.0,NDPK1n,gdp_n
611,1870,-1.0,NDPK2n,atp_n
613,1870,1.0,NDPK2n,adp_n
627,1870,1.0,NDPK2n,utp_n
1025,1870,-1.0,NDPK2n,udp_n
611,1871,-1.0,NDPK3n,atp_n
613,1871,1.0,NDPK3n,adp_n
1018,1871,-1.0,NDPK3n,cdp_n
1026,1871,1.0,NDPK3n,ctp_n
611,1872,-1.0,NDPK4n,atp_n
613,1872,1.0,NDPK4n,adp_n
623,1872,-1.0,NDPK4n,dtdp_n
626,1872,1.0,NDPK4n,dttp_n
611,1873,-1.0,NDPK5n,atp_n
613,1873,1.0,NDPK5n,adp_n
1016,1873,1.0,NDPK5n,dgtp_n
1017,1873,-1.0,NDPK5n,dgdp_n
611,1874,-1.0,NDPK6n,atp_n
613,1874,1.0,NDPK6n,adp_n
628,1874,1.0,NDPK6n,dutp_n
1667,1874,-1.0,NDPK6n,dudp_n
611,1875,-1.0,NDPK7n,atp_n
613,1875,1.0,NDPK7n,adp_n
1022,1875,-1.0,NDPK7n,dcdp_n
1024,1875,1.0,NDPK7n,dctp_n
611,1876,-1.0,NDPK8n,atp_n
613,1876,1.0,NDPK8n,adp_n
624,1876,1.0,NDPK8n,datp_n
625,1876,-1.0,NDPK8n,dadp_n
611,1877,-1.0,NDPK9n,atp_n
613,1877,1.0,NDPK9n,adp_n
1668,1877,-1.0,NDPK9n,idp_n
1669,1877,1.0,NDPK9n,itp_n
354,1878,-1.0,NMNATn,h_n
586,1878,-1.0,NMNATn,nmn_n
587,1878,1.0,NMNATn,ppi_n
611,1878,-1.0,NMNATn,atp_n
1670,1878,1.0,NMNATn,nad_n
354,1879,-1.0,NNATn,h_n
587,1879,1.0,NNATn,ppi_n
611,1879,-1.0,NNATn,atp_n
1671,1879,-1.0,NNATn,nicrnt_n
1672,1879,1.0,NNATn,dnad_n
585,1880,-1.0,NNMT,ncam_c
763,1880,-1.0,NNMT,amet_c
803,1880,1.0,NNMT,ahcys_c
1673,1880,1.0,NNMT,1mncam_c
3,1881,-1.0,NOS1,o2_c
8,1881,-1.0,NOS1,h_c
11,1881,1.0,NOS1,nadp_c
12,1881,-1.0,NOS1,nadph_c
13,1881,1.0,NOS1,h2o_c
173,1881,-1.0,NOS1,arg_L_c
1674,1881,1.0,NOS1,nwharg_c
13,1882,-1.0,NTD10,h2o_c
53,1882,1.0,NTD10,pi_c
1034,1882,-1.0,NTD10,xmp_c
1675,1882,1.0,NTD10,xtsn_c
13,1883,-1.0,NTD4,h2o_c
53,1883,1.0,NTD4,pi_c
213,1883,1.0,NTD4,cytd_c
923,1883,-1.0,NTD4,cmp_c
8,1884,-1.0,OMPDC,h_c
37,1884,1.0,OMPDC,co2_c
636,1884,1.0,OMPDC,ump_c
1677,1884,-1.0,OMPDC,orot5p_c
136,1885,-1.0,ORPT,ppi_c
582,1885,1.0,ORPT,prpp_c
1538,1885,1.0,ORPT,orot_c
1677,1885,-1.0,ORPT,orot5p_c
43,1886,1.0,P5CDm,h_m
44,1886,1.0,P5CDm,nadh_m
46,1886,-2.0,P5CDm,h2o_m
47,1886,-1.0,P5CDm,nad_m
124,1886,1.0,P5CDm,glu_L_m
772,1886,-1.0,P5CDm,1pyr5c_m
43,1887,-2.0,P5CRm,h_m
45,1887,-1.0,P5CRm,nadph_m
48,1887,1.0,P5CRm,nadp_m
772,1887,-1.0,P5CRm,1pyr5c_m
779,1887,1.0,P5CRm,pro_L_m
43,1888,-2.0,P5CRxm,h_m
44,1888,-1.0,P5CRxm,nadh_m
47,1888,1.0,P5CRxm,nad_m
772,1888,-1.0,P5CRxm,1pyr5c_m
779,1888,1.0,P5CRxm,pro_L_m
15,1889,-1.0,PAPStg,paps_c
414,1889,1.0,PAPStg,paps_g
8,1890,1.0,PCFLOPm_cho,h_c
13,1890,-1.0,PCFLOPm_cho,h2o_c
50,1890,-1.0,PCFLOPm_cho,atp_c
52,1890,1.0,PCFLOPm_cho,adp_c
53,1890,1.0,PCFLOPm_cho,pi_c
672,1890,1.0,PCFLOPm_cho,pchol_cho_c
937,1890,-1.0,PCFLOPm_cho,pchol_cho_m
8,1891,-1.0,PCLAD,h_c
37,1891,1.0,PCLAD,co2_c
1465,1891,-1.0,PCLAD,cmusa_c
1680,1891,1.0,PCLAD,am6sa_c
43,1892,1.0,PCm,h_m
131,1892,-1.0,PCm,atp_m
343,1892,-1.0,PCm,hco3_m
608,1892,1.0,PCm,adp_m
769,1892,-1.0,PCm,pyr_m
855,1892,1.0,PCm,pi_m
1149,1892,1.0,PCm,oaa_m
44,1893,1.0,PDHm,nadh_m
47,1893,-1.0,PDHm,nad_m
130,1893,-1.0,PDHm,coa_m
342,1893,1.0,PDHm,co2_m
402,1893,1.0,PDHm,accoa_m
769,1893,-1.0,PDHm,pyr_m
